dept,date,interest,reviewText,helpcount,nothelpcount,label
Geography,12/03/2012,Really into it,I absolutely loved this class I usually dislike Geography but I looked forward to coming to this class Brother Madsen is an incredible teacher I learned so much in his class The work load is pretty moderate but I loved every part of it I loved this class I learned so much,0,0,1
Languages,03/16/2006,It's my life,Carla is an amazing teacher  Shes from Rome but she never rattles off randomly in Italian  She always makes sure you know what shes talking about  Believe me your Italian will improve just by listening to her,0,0,1
Child & Family Studies,06/07/2011,It's my life,Hes a very nice guy and a good teacher His lectures are clear and to the point His test are challenging but make sure to use the study guide He grades fairly I recommend him if youre going into this field He is the perfect amount of challenging You push yourself without feeling like giving up,0,0,1
Religion,12/30/2013,Really into it,Bro Venema is a great teacher He knows his scriptures and makes class fun His philosophy on religion classes is that they should be easy nonintrusive and teach you a lot about the gospel He does it very well,0,0,1
Religion,04/23/2010,It's my life,I thought this class was great Never had I understood the New Testament as I did during his class The doctrines that he taught were beautiful and only those who had ears to see could understand Fairly easy tests if you attend class No busy work,0,0,1
Not Specified,11/19/2004,Really into it,exams are fairjust watch the lectures and SKIM the book,0,0,1
Business,12/29/2010,Sorta interested,Awesome prof  Made a boring subject really interesting  Easy A  No homework and easy exams,0,0,1
Chemistry,12/17/2007,Sorta interested,Really good teacher Material is hard He prepares you very well for Chem 106 Id take him if you are going on with chemistry I would and am takeing a class from him again Hes a crack up really enjoyed his class,0,0,1
Engineering,03/27/2005,Sorta interested,Hes ok,0,0,1
Music,07/28/2007,Sorta interested,Group Guitar  This class was fun At first she appears strict but she is actually really nice  Dont expect to learn guitar just by going to class She teaches the basics and you have to practice a lot on your own The class is for classical guitar so you wont learn a lot of chords but it gives the basic knowledge you need to learn on your own,0,0,1
Classics,01/05/2012,Really into it,Great teacher who has an obsession with ancient pirates The class is a lot of fun but you definitely have to study since there is a lot of history involved,0,0,1
Visual Arts,11/21/2011,It's my life,Allan is such a cool teacher Every class is new and interesting He really allows you to use your creativity as long as you stick to his guidelines He is very fair on grading,0,0,1
Finance,06/09/2010,Sorta interested,I really enjoyed this class He is extremely knowledgeable and teaches much more than you will need to know on the midterm and final Not too tough of a class  His tone is monotonous but paying attention will make the class go faster,0,0,1
Chemistry,01/19/2005,Really into it,good,0,0,1
Psychology,12/10/2008,Sorta interested,Funny guy  Weekly essays and the project are extremely easy  Tests are also fairly easy  he usually tells you what the essay is going to be at some point before the test  So its a good idea to show up for class always,0,0,1
English,12/15/2012,Really into it,Lekas is amazing prof but you need to be prepared to read hard and to pur up with her crazy exams She gives extra points always but I did feel bad at points I dont think she wants that She only pushes to see what comes out and then you do OK anyway or I did Class was way more interesting but more stressful too t4486han I expected,0,0,1
Economics,12/13/2006,Really into it,Dr waters is the best He cares about each student and will help on a very personal level By far the best proffesor for 380,0,0,1
Chemistry,03/18/2010,Really into it,Awesome By far the best teacher Ive had at OSU so far He is extremely helpful and a very nice guy Go see him in office hours at least once hes very personable Be prepared to work very hard but learn a lot I did not go to class too often but read the book for the exams and got a B 68 overall Zellmer is the best Chem 122 teacher,0,0,1
Physics,04/19/2005,Really into it,Professor Taylor is quirky but I love his classes    They seem scary at first but in the end he has built them such that if you just get everything done you can get a good grade you just have to keep up,1,0,1
Business,12/06/2014,Sorta interested,If you take good notes and know them for the tests the worst you can get is a B in the class,0,0,1
History,01/07/2007,It's my life,Hes a really good teacher Its true that his book is similar to the lectures and that he talks a lot about travel but its the best type of history class possible He gives you the chance to bargain for a better grade at the end of the semester and is very understanding,0,0,1
Fine Arts,02/04/2015,Really into it,Show up to class and put in effort Do that and you pass just fine Just rememberer that its an art class and you will have critiques dont take it to heart if your art isnt perfect ,0,0,1
Mathematics,04/07/2011,It's my life,Great teacher Fantastic at explaining everything It might be confusing but he is very good at answering any questions and problems you might have Tests are not bad though multiple choice is a little tricky at times,0,0,1
Social Work,04/22/2013,Really into it,Keith is an amazing professor He may be picky about assignments but he does it in a way that you really do learn I loved this class so much that I really didnt even mind writing the papers Also hes hilarious ,0,0,1
Religion,04/19/2010,Really into it,Amazing class,0,0,1
Psychology,03/11/2012,Really into it,It is worth it to go to every class just to hear her stories She is very good at explaining concepts and encouraging you to think for yourself instead of just passively reading about and accepting results from studies,0,0,1
Physics,12/08/2009,Really into it,Brother Turcotte is a very nice teacher If you do all of the assignments and ponder and prove assignments then you will get a good grade There is a lot of group work But he is a fairly easy teacher and you will learn a lot,0,0,1
Geography,12/07/2007,Really into it,Powerpoint King,0,0,1
Chemistry,06/01/2010,Sorta interested,Cool guy great teacher I took science foundations on a block and the work load was huge but not difficult There are clicker quizzes everyday so you need to go to class Tests are hard but Bro Sarge makes things easier to understand Hes big on participation so participate in class and youll do fine,0,0,1
Art,10/08/2006,Really into it,I disagree with the previous comment Technically I shouldnt be praising her when I didnt get the best of grades from her class  BUT I learned so much from her she wont give you a concept but she will further your idea by talking about art history and current artists who pertain to your ideas its amazing,0,0,1
Economics,07/10/2008,Really into it,Love this guy Its refreshing to have a professor thats truly passionate about what hes teaching His exams are easy as long as you attend class and he truly wants everyone to understand the material Hes definitely one of the best professors I have had at the U,0,0,1
Communication,03/14/2006,Really into it,Amazing Osei is hilarious and so interesting He makes the material fun by applying it to real life What other teacher lets you watch Superbowl commercials in class63  great fun easy class,0,0,1
Mathematics,05/02/2013,Really into it,Easily one of the best professors Ive had Very interesting and engaging Dont take the class unless you love math but Sizemore makes it pretty easy to understand and is more than willing to explain more if you dont Awesome guy,0,0,1
Chemistry,02/23/2012,Sorta interested,This was a difficult class but she was very very helpful She even stayed after class to help students with the labs She truly loves to teach She comes up with fun ways to remember material and tries her best to simplify the difficult stuff She provides you with equations that other lecturers make you memorize AWESOME TEACHER,0,0,1
Science,12/24/2011,Sorta interested,Bro Skinner is a riot The class period is fun and very interesting considering that you are studying rocks This man gave me a love for geology Its a little work but an A is very doable TA review sessions were awesome,0,0,1
Astronomy,02/19/2008,Sorta interested,He was awesome,0,0,1
Political Science,05/13/2008,It's my life,Prof Coleman is a nice guy and a decent lecturer  He tried too hard to quotspice things upquot though  He tended to spend the first ten minutes of class talking about worthless things but after that he was on topic and intelligent he obviously knows what hes talking about DEFINITELY go to class,0,0,1
Mathematics,12/10/2010,Low,Professor Humpheries is amazing He teaches very clearly and concisely He is very funny and very witty His lectures and his textbook are incredibly easy to follow He is very approachable and will answer questions in class Just do the hw memorize the important proofs and do the practice exam for each test and passing this class should be easy,0,0,1
Mathematics,03/29/2005,Meh,Ram is a really good professor  Yeah there is a killer amount of homework but the tests are straight from the homework and it only counts as 10 anyway  Plus he devotes 3 hours of his weekend to work w people on problems,0,0,1
Chemistry,07/12/2011,Sorta interested,Great Chem teacher Obviously its still going to be a tough class it still is chemistry but it helped a ton with a teacher like Rawlinson He is always available to help his students Its easy for me to get bored in my classes but his class flew He has a great sense of humor always willing to help and is really a great teacher,0,0,1
Theology,12/20/2009,It's my life,Brother Huff is probably one of the smartest people I know  Great spiritual guy  I dont know too many smarter  Tests are a NIGHTMARE Extremely hard and this is coming from a girl who reads her scriptures every night  I learned a ton just plan for a lot of studying,0,0,1
Religion,12/07/2005,It's my life,I loved Brother Parker and this class  I took Book of Mormon from him and I thought his New Testament class was just as good  A little harder in some ways but if you go to class take notes and do the reading youll be fine  I learned more than I ever have before about the New Testament,0,0,1
Art,02/10/2013,Really into it,tough classes amazingly helpful tot he rest of my art career,0,0,1
Political Science,12/09/2011,Sorta interested,Fantastic professor He makes the material interesting to listen to and you can get away with not reading the textbook and still get an A on the exams,0,0,1
Sociology,06/05/2012,Really into it,My favorite Really cares and works well with his students,0,0,1
Law,11/03/2006,It's my life,It takes a special kind to like this guy but if you are that kind of person than this will be the best class you will ever take  CaustEllenbogen is hands down one of the best teachers I have ever hadno question  I have 2 friends that also took the class that agree,0,0,1
Philosophy,04/04/2011,Really into it,LARRY SHAPIRO IS THE BEST THING TO HAPPEN TO UW MADISON He is incredibly intelligent and makes philosophy so intriguing You dont really have to read the articles in the book cause he talks about them in class Extremely clear and wonderful class Id take it again if I could,0,0,1
Sociology,07/09/2012,Low,Sarah was really helpful and had lots of energy She tried to make things clear with class presentations and lot of reallife examples  She met with me outside class and answered all my questions  Papers and tests were challenging but I felt she graded fair I recommend taking her for Theory Very easy to talk to,0,0,1
Geology,10/09/2014,Really into it,Brother Gahn is really inspiring I have taken a few classes from him an have always walked away from his class having learned a lot and feeling inspired to be better He has inspired me to be educated in many ways not just geology I have appreciated his enthusiasm for the material One of my favorite teachers ,0,0,1
Information Systems,08/08/2014,It's my life,Bro Armstrong is a great guy Very helpful with troubleshooting,0,0,1
Geology,12/26/2011,Low,Overall good going to class is not at all required but if you want to do well on tests you have to do the online readings which are not extensive but do require a little time Overall a very good 1 credit class,0,0,1
Chemistry,04/22/2011,It's my life,By far my favorite chemistry class at BYU Super applicable and interesting Get a good study group and meet consistently that is the best way to do well Focus on the challenge problems from the back of the chapters as well other than that I never read the book I just focused on lecture notes and I got an A in the class Have fun,0,0,1
Communication,03/11/2007,Low,Teresa did a good job of presenting the material its just that the class itself is hard and requires a lot of work  There are a lot of papers but Teresa tries to clear up as many questions as possible but she grades pretty strictly  If you follow the rubrics for papers though the class is manageable it just takes up a lot of time,0,0,1
Political Science,12/17/2004,Really into it,Great Prof,0,0,1
Religion,06/24/2008,Really into it,We covered a lot of material but it was so interesting  He taught me new ways to read the text and to ask questions  I looked forward to class every day  If you study for the test you will do well  You have to read before you come to class  This class was great,0,0,1
Education,07/07/2011,Really into it,I LOVE her She is honestly the best she is a good teacher and her class is very straightforward She is very understanding and willing to work with you Ive learned so much in this class and I really think that she is a teacher interested in actually helping her students Shes soo Awesome,0,0,1
Biology,03/30/2010,Sorta interested,He is an awesome teacher,0,0,1
Political Science,04/21/2014,Really into it,Andrew Karch is the best political science professor at the U He makes it blatantly clear what he expects from you on the exam,0,0,1
Mathematics,05/11/2014,It's my life,Dr Anh is my favorite professor If you go to class study and do the homework problems youll be fine,0,0,1
Accounting,08/27/2008,Sorta interested,Professor Stice is the man  He explains concepts well and how they relate to even those who arent interested in accounting  Take his class,0,0,1
Biology,11/29/2006,Low,I wasnt to bad  I got an A and i hate science,0,0,1
Music,11/21/2009,It's my life,Gets to know you personally He loves what he does One of the best instructors at the U of M,0,0,1
Psychology,12/17/2011,Sorta interested,Best professor ever Convinced me to change my major and now shes my advisor Easy interesting class Warren makes class fun and worth going to Definitely take this class,0,0,1
Mathematics,12/03/2008,Really into it,He is just a sweet guy Brilliant yet relatable He welcomes questions and just knows what hes doing in general Hes really good I would take him again for sure,0,0,1
Accounting,07/29/2010,It's my life,This was a pretty hard class but it was worth it  Bro Blanchard is really smart and he knows his stuff  He explains things really well and is really nice about helping you if you need extra help  I definitely recommend Acctg 322 as one of your accounting electives  I also recommend getting the optional textbook for the class it helps a ton,0,0,1
Business,02/04/2013,Low,Very specific quiz questions Covers similar topics to the operations class,0,0,1
Business,05/23/2011,It's my life,Great guy  By far the funniest teacher Ive ever had  Makes class more than bearable despite complex financial subjects  You can tell he loves the subjects hes teaching  More than willing to meet with you after class to help  Weekly quizzes are easy points but tests are difficult  Must know material inside and out to do well on test Qs,0,0,1
Art,09/16/2011,It's my life,Brother Wheeler is awesome He is hilarious and makes the class fun  He gives great critiques and explains really well  He gives you great feedback and helps you whenever you need it  I recommend that you take a class from him  He is an exceptional professor,0,0,1
Religion,04/24/2014,Sorta interested,Really his tests are not that hard If you fill out the study well youll do well The problem is that the study guides are pretty lengthy Class is  a little tedious have to read for 1 hour before every class period Funny and nice guy Like most religion teachers teaches a little false doctrine but its not that bad I recommend him,0,1,1
Accounting,08/30/2009,Sorta interested,Prof Nemrow and the BYU staff have designed a great way to teach ACCT  His videos are clear and occasionally funny  His presentations are excellent and teach you some great real world info stock market taxes etc  This is a great ACCT class  Take him if you are at all interested in a business career,0,0,1
Geology,12/04/2014,Sorta interested,Hes a great lecturer very funny but dont kid yourself this class is hard  ,0,0,1
Political Science,05/23/2007,Sorta interested,Dr Holland is a great teacher  He has wonderful insight on the topics discussed and has great movie clips to illustrate the point  Try to get him for American Heritage if you can,0,0,1
Languages,09/10/2005,It's my life,This man is the most magical and amazing person TAZAWA FOREVER,0,0,1
Biology,05/10/2012,Sorta interested,Dr Maughan is a great professor Very approachable and funny hes a great lecturer and cares about his students Genetics is difficult the tests are heavily weighted but if you go to class and always get help with homework from the TAs an A is possible Be prepared for long tests though,0,0,1
Business,12/04/2014,Really into it,Hes a great professor I really like him and his teaching but his tests are a duzy He says he talks about it all in class but I never remember going over many of the questions But it is very well laid out and very well organized and youll get a good grade if you do what your supposed to ,0,0,1
Chemistry,06/19/2008,Sorta interested,I really like him until the final which was impossible and out of nowhere  In general he is a really nice guy and a pretty good teacher  His first two exams were fair  Not bad,0,0,1
Statistics,12/04/2006,Meh,What a great teacher She is funny smart and she speaks English English speaking teachers are hard to find at this school Stat 145 is incredibly confusing at times but she is very helpful and very entertaining If she hadnt been so friendly and helpful I would have dropped the class She is great but beware some of her TAs are terrible,0,0,1
Theology,12/11/2012,Really into it,Brother Palmer is a great teacher  He makes the gospel fun and helps you understand the importance of the family  He is a great teacher,0,0,1
Chemistry,03/15/2010,Really into it,Dr Fus class is very hard and that is coming from someone who scored a 790 on the SAT chemistry test That being said he is one of the nicest and most helpful teachers I have ever had and he cares greatly about what he does,0,0,1
English,11/18/2005,It's my life,She was definitely one of my favorites  Shes funny and she likes rap,0,0,1
Religion,01/06/2009,Low,TAKE THIS TEACHER he is amazing this is the kind of class you want to take to learn something and get a good grade his test are easy if you study and he really cares about your questions the class atmosphere is great i HIGHLY recommend,0,0,1
Chemistry,04/05/2011,Low,I thought that the class was well organized there is a lot of work but I really enjoyed him as a teacher,0,0,1
Biochemistry,10/10/2013,Sorta interested,Dr Ottesen is so enthusiastic about biochemistry and what she does its contagious She tests on what she teaches and provides detailed supplements to prepare for exams There were no surprises and youll learn a lot at a good pace I really enjoyed her,0,1,1
Classics,03/11/2010,Really into it,Professor Bay is a wonderful teacher He really likes his students and the subject he is teaching He is extremely enthusiastic and has a good sense of humor Although it is a lot of reading it is very interesting reading If you pay attention in class you are good to go,0,0,1
Family & Consumer Science,04/11/2012,Sorta interested,Sister Smith goes the extra mile to help her students  She makes sure that instructions and expectations are clear  She is enthusiastic and loves what she does and wants to share it with her students  Making sure that students succeed is a priority,0,0,1
Chemistry,04/04/2014,Really into it,Leopold is such an amazing professor He genuinely cares about his students and is more than willing to answer questions without making you feel dumb His lectures are very clear if you read ahead of time If you dont you might get a little confused because he isnt good at putting things into laymans terms Put the work in and youll get an A,0,0,1
Mathematics,12/10/2009,Really into it,He was very helpful he was almost always available in his office His lectures were easy to follow he wrote the book so he could easily make up for any wholes or faults The homework was time consuming and the assignments were long,0,0,1
Accounting,01/29/2015,Really into it,Professor Larson was a fantastic teacher It is very clear what needs to be done in the class and outside of class She was a very good teacher making the topics covered clear for students to understand She was always willing to help each person individually even though I was in a class of 500 I would highly recommend this class,0,0,1
Religion,07/12/2011,Really into it,I really like Brother Pypers sense of humor he is pretty hilarious He is very knowledgeable and teaches his students in an exciting way He tells some great stories concerning the history of the church as well as some pretty funny stories of his own life Great class,0,0,1
Fine Arts,04/02/2012,Really into it,Sister Haddock has a great sense of humor and the class content is very interesting if you like humanities I guess  I had a difficult time because Im not really good at this type of class but it is very possible to get an A,0,0,1
Accounting,09/10/2010,Low,I hate accounting still do However HE was a great teacher and made sure everyone understood what was going on Yes it was difficult but I think it was just accounting not him IT does require a lot of work he urges you to drop the class after the first couple tests if you dont do well,0,0,1
Religion,10/11/2010,It's my life,He is an excellent teacher Hes a captivating speaker and knows the Book of Mormon very well  Also he has a lot of relevant and interesting information  And hes funny,0,0,1
English,10/31/2012,It's my life,Professor Roberts has been my favorite professor at BYU I love everything about his 293 class  the reading assignments are great and pretty much the only hw tests are takehome and reasonable class discussion is stimulating and the environment is super fun Professor Roberts cares for each of his students and his class is REALLY GOOD,0,0,1
Economics,06/24/2014,Low,Very good teacher for a tough subject He cared about the class and was willing to answer questions If you want to understand the material take this course from Dr Platt,0,0,1
Mathematics,05/29/2013,It's my life,Dr Baker is an abstract thinker and he teaches thus The book is his own creation and has some faultsmostly a lack of examples only 1 per section Baker makes his class seem harder than he grades The material is hard the homework is a death sentences the quizzes are a pain and hes picky about em But the exams are fair and easy,0,0,1
Home & Family Studies,01/30/2013,It's my life,I never got a chance to tell Sister Nelson how much I enjoyed her class and how I learned so much It changed my life I want other students to know it too She is an awesome teacher,0,0,1
Physics,12/09/2009,Low,Very nice guy he teachers really well so everyone is able to understand the material  He doesnt seem very excited about it though,0,0,1
Design,01/31/2008,Really into it,This is the best designhousing professor at the University of Minnesota PERIOD,0,0,1
Literature,11/30/2006,Really into it,very thoughtprovoking she walks around a lot but try to sit near the front as long as you pay attention in lecture reading all of the books isnt really all that important,0,0,1
Biology,12/09/2005,Really into it,great teacher and a great class explains everything very well and answers everyones questions study guides for the test outline everything on the tests,0,0,1
Business,04/12/2014,Low,Bro Brau was awesome I absolutely loved his spiritual thoughts and his teaching style He was also funny and did a good job at keeping me engaged and not zoning out I also liked that he applied everything we were learning to real life He has a love for his students as well I would highly recommend taking this class from Bro Brau,0,0,1
Classics,03/31/2008,Sorta interested,Aaron is easy going and a blast to have for a professor He is funny and keeps the mood very light hearted in the class room He is more than willing to aid any student in need of help and he is diligent when it to comes to ensuring that students understand the concepts,0,0,1
Biology,07/22/2013,Sorta interested,Brother Shaw is an amazing teacher the class is hard but he works to make sure you know what he is testing you on i would highly advise him to anyone looking for a great teacher and an expansion on their knowledge he cares so much and is funny take his class,0,0,1
Political Science,10/07/2004,Meh,Very good lecturer and very interesting class  This was one of my favorite classes  Not boring like usual history classes  Tests are hard but there is a nice curve  Highly recommend this professor for this class,0,0,1
History,04/23/2014,Sorta interested,Great Prof  very easy to talk to  Makes the material interesting and relevant,0,0,1
Religion,11/08/2014,It's my life,Dr Ogden is super nice His quizzes were easy except that they were pop quizzes so I always forgot everything I learned  His tests are easy because he has a study guide and everything on the study guide prepares you for the test His homework is short and easy  He genuinely cares for all his students,0,0,1
Biology,04/14/2014,It's my life,Great Professor He is one of my best professors I had so far,0,0,1
Biology,12/25/2013,It's my life,I loved loved loved Bro Booth He was super engaging and I looked forward to every class Some people thought the tests were hard but I studied in groups and the test was really really easy He really knew the material and I learned so much about the Book of Mormon,0,1,1
Chemistry,11/24/2008,Sorta interested,Sibert is an incredible professor He loves what he does and is always very happy and positive Although he commonly makes mistakes on the board and commonly does slightly clutzy things during lectures it only adds to his charm and charisma Take Him,0,0,1
Speech/Language/Hearing Sci.,09/26/2014,Sorta interested,This math course is an easy one Easy for me period The instructor is super clear about what is on the test and the sample test questions His slides assignments answers to questions online and study guides for tests are all good Some people may find the material boring Thats no surprise His class has students from over 20 departments ,0,0,1
Biology,05/15/2014,It's my life,Captivating material extreme enthusiasm and three opportunities for grading Berres keeps it realHe encourages critical thinking and expects it on exams While preparing for these three essay tests make your own questions relating to the material it will help Study in groups as well Enjoy being in the presence of this passionate instructor,0,0,1
Accounting,11/28/2012,It's my life,Great teacher He really makes learning accounting fun  i never thought i would be interested in accounting but thanks to him i learnt so much and really enjoyed the class  he truly cares about his students and is willing to listen to them and help them out with what he can  if you can take this class from him,0,0,1
Chemistry,12/13/2013,Sorta interested,Easy and a good teacher know the practice tests Way easier than chem 105,0,0,1
Science,10/04/2012,It's my life,This was such a fun class Professor Allred made the material so much fun to learn Read the material before class and then ask questions in class Professor Allred is very helpful and kind The TAs are fantastic and the grading is fair,0,0,1
Engineering,12/04/2008,Meh,Dr Gozon is great  Very entertaining and if you show up and do some work you will do well,0,0,1
Physics,12/15/2007,Low,Professor Beacom was awesomethe demos he did helped me understand a lot of the concepts we talked about,0,0,1
Military Science,01/05/2007,It's my life,A true soldier with lots of knowledge Fun,0,0,1
English,04/18/2006,It's my life,Great Class I realy learned usefull things No busywork everything has a purpose he never waists your time,0,0,1
Communication,05/17/2005,Really into it,Very awesome teacher Very helpful and funny in class,0,0,1
Psychology,03/21/2005,Sorta interested,He made the best out of boring lectures If you were having problems with the class he would go out of his way to help you pass Just make sure you study its mostly memorization of terms,0,0,1
English,12/09/2004,Really into it,Brewer was very helpful with everything in the class but there was just SO much reading Also our discussions in class were annoying because he would want us to talk so he would just sit there and stare at us  but when he did talk the quotumquots were out of control,0,0,1
Mathematics,05/01/2005,Really into it,Great professor  Has high expectations but has clear examples and concise homework assignments which closely resemble exams  Zlatos has a great sense of humor and uses it to keep the material interesting,0,0,1
Languages,06/28/2012,Low,Really understanding when it comes to technical difficulties for homework Also shell explain basically any question that you pose to her,0,0,1
Chemistry,04/07/2011,Sorta interested,Hes one of the better chem teachers at ByuI The Homework was managable and he is very willing to help students outside of class,0,0,1
Economics,09/04/2010,Really into it,Ive had Johnson for 388 380 and 111 Smart guy Has some moments where he can explain things incredibly well and other times when nobody gets whats going on His upperlevel classes have been some of the most intense econ classes Ive had You will definitely learn a lot in his class,0,0,1
Mathematics,04/18/2014,Sorta interested,Brother Snells an awesome prof and math 108 is a super easy course I took a hybrid class and I dont regret it Snell knows what hes talking about and hes clear on everything you have to do If you dont understand hes there to help He gives out a review before every exam and if you do that youre set,1,0,1
Humanities,12/01/2005,Really into it,She is very smart making it a little difficult to follow her sometimes She really enjoys teaching though which makes learing the material a lot easier I really enjoyed the class,0,0,1
History,09/18/2011,Really into it,Hes a fantastic professor His class is the only class I enjoy attending and he teaches very well while still making the class entertaining,0,0,1
History,02/09/2010,Meh,Prof Gregory does an excellent job with this online class I read another review saying that it was hard for an undergrad class but clearly that person was from a comunity college or something The class is graded so that you pick what you do for your grade I did quizzes discussions and 2 papers so no midterm or final take the class easy GEC,0,0,1
Mathematics,10/31/2007,Really into it,Excellent teacher  quotBetter than my professorquot certainly applies to him,0,0,1
English,01/02/2006,Really into it,This was a great class Angie is a great teacher and made class fun and worth going to The papers are reasonable and she doesnt give very much homework One of my favorite classes this semester,0,0,1
Mathematics Education,01/09/2012,It's my life,He is a great teacher If you are still trying to decide which instructor you should choose stop now and choose Dr Leatham You wont regret it,0,0,1
English,11/15/2010,Really into it,I truly loved being apart of Sister dEvegnees class I had her last spring I could feel the love she had for each of us and that she really wanted us to gain something from her class Uses the spirit to teach I really really recommend her I also really enjoyed the final Its a different kind of final than you would think TAKE HER,0,0,1
Biology,04/22/2009,Sorta interested,Tony is a great professor Hes really interested in what he teached and loves answering questions and helping students This class can be challenging but its really interesting and Tony provides lots of support for his students,0,0,1
Biology,11/27/2012,Low,Bro Ward is really awesome He is nice and likes to tell jokes and make class fun When hes done with his lecture class is done so you often get out 15 minutes early Quite a bit of reading but not a lot of work LOTS of extra credit opportunities The tests are hard but doable I got a B and sci is one of my worst subjects,0,0,1
Business,11/15/2011,Really into it,I would highly recommend both Tom and this class The project is sometimes challenging but is useful and you learn a lot I liked that the structure of the class allows you to pay attention and really think without having to worry about memorizing facts for an exam,0,0,1
Mathematics,07/23/2013,Really into it,Great teacher as long as you do the work Shes very nice and friendly Shes willing to help as long as you ask Her classes may not be the easiest but thats because its math,0,0,1
English,08/26/2008,Meh,Dr Cronin is the best professor Ive ever had  Period  Take her  She will prepare you for grad school like no other professor will  I learned sooo much in her class African American Lit is now one of my favorite subjects  God bless her,0,0,1
History,03/21/2011,Really into it,I like himas a teacher I learned allot from him His tests can be tricky You really have to be careful of that You have a group that meets every week and have a couple big group assignments that you do throughout the semister I dont really care for group work myself Overall ejoyed his class,0,0,1
Economics,05/11/2010,Sorta interested,Brother Webb is such a great teacher This class was a little tough cause it requires you to do work each weekbut what 3 credit class doesnt63 I learned so much in his class and he is so funny Youll get an A by participating and by doing the work It scares you at first but it flies by once you get the hang of things No midterm or final,0,0,1
Theater,08/07/2010,It's my life,Great teacher You really can learn a lot of practical public speaking skills from the class,0,0,1
Mathematics,05/07/2014,Meh,OK LISTEN the first day of class Bro Snell said if you have any fears about math leave it at the door HE IS AN INCREDIBLY GOOD TEACHER THAT CARES He gave us his cell  to contact him I recommend him to any and everyone that hated math HE made me love math for the real word Its so applicable not like your other math classes ENJOY,0,0,1
Education,11/30/2005,It's my life,I loved going to her lectures they were very interesting and she is a great speaker Great class would highly reccomend,0,0,1
Geography,05/15/2012,Sorta interested,Tests were incredibly easy and his lectures were ok All of the slides go up on line so you dont even need to go to class,0,0,1
History,12/22/2014,It's my life,Favorite teacher ever Lectures are fantastic highlight of my week Excellent awareness of the students Is SUPER passionate about history and is honestly hilarious Grade is made up of 4 tests and a paper thats it Seems tough but he gives EXCELLENT study guides its just up to you to study Honestly cannot say enough about this teacher,0,0,1
English,05/18/2013,Really into it,Renker is hands down my favorite professor She is beyond passionate about the material She managed to captivate a lecture hall of 100 people on a weekly basis Her teaching style demands you really focus on the reading and do some critical thinking Now I cant help closeread everything I readwatch Take Renker if you actually want to learn,0,0,1
Business,11/18/2008,Low,Blacky is the man I will admit that you have to work but he is extremely intelligent and you can learn a lot from him My favorite business class i took at osu He is hilarious and highly entertaining Amazing class amazing prof,0,0,1
English,12/16/2008,Sorta interested,I love Brother Babcock  Every day in his class is different and he is most definatly the best English teacher Ive ever had  He is funny and very willing to help you in any way he can  He is also very clear with his expectations,0,0,1
Languages,02/03/2005,It's my life,I dont know if she was around last semester but I had her for two semesters in a row best French teacher Ive had here  She was helpful and encouraging and her classes were fun and I learned a ton  Highly recommended,0,0,1
Religion,05/07/2013,Sorta interested,I took his marriage and family class and felt like I learned a lot You should attend class as a lot of what is in the lectures is in the tests You have readings each class period and just have to mark if you read them There is an assignment where you have to grow a plant which just keep trying or talk to him if you are having a hard time,0,0,1
Social Science,12/18/2006,Really into it,Sister Anderson is a great teacher She is very caring and initiates a lot of class discussion If you are going into Early Childhood or Special Education I would recommend her because that is her specialty I am a SecEd major and even though a lot of her focus was on young children I still enjoyed her class,0,0,1
History,09/08/2014,Low,Definitely a quality professor He is wellversed and passionate about the topic Class participationdiscussion is huge Wether this is a positive or negative thing has a lot to do with why you are taking the class and what youre looking to get out it If you put in the time  effort to get an A the things you learned will stick with you in life,0,0,1
Psychology,06/03/2012,Really into it,Sister Andersen is one of the nicest ladies ever Her area of interest in Behavioral Psych and she is great at teaching it If you try to apply it you will learn a lot,0,0,1
Engineering,12/03/2006,Sorta interested,Amazing teacher  I wish she was an engineer so she could teach all my classes  Makes reaserch papers enjoyable  She was excellent even though she was pregnant during my quarter,0,0,1
Chemistry,12/17/2011,Sorta interested,I loved Brother Manners class You work in groups the whole semester which I found really helpful The tests were fine as long as you payed attention in class and reviewed for a bit before the test I greatly suggest him,0,0,1
Economics,04/28/2011,It's my life,BEST CLASS EVER No other way around it Gary Cooper is easily what made my first semester so fun Great teacher to have in class because he teaches yet realized its an intro class and we had a LOT of fun Nice Job Coop,0,0,1
Economics,04/23/2011,It's my life,Evans is kind of a scrub but hes not too bad Make sure you know those review sheets IN and OUT Getting an A in this class is very much in your control,0,0,1
Computer Science,01/21/2014,Really into it,I had no programming experience didnt buy the textbook and Im not very smart but I managed an A without too much difficulty You need to put in more than 3 credits worth of work on the programming projects but otherwise this class should be fine Deppeler is a good lecturer and helpful in and out of lectures despite being a little gruff,0,4,1
Religion,05/04/2006,Really into it,He is a great teacher but he doesnt want his test questions to be about things his students knew before they took the class So you are tested more on what he says and especially on his hand outs than on knowledge gained from just reading the scriptures Some of the questions that he asks are arbitrary facts more than scriptural knowledge,0,0,1
Biology,06/11/2010,Sorta interested,Prof Coleman is super helpful and very intelligent If you have a question that he doesnt know the answer to hell go the extra mile to find it I did worse on the five unit exams than the comprehensive final which I aced but most people did pretty good I just never read the textbook The five online labs are easy You learn a ton Recommend,0,0,1
Theology,12/09/2009,Really into it,This class was a blast Bro Huff is really funny and makes learning about religion really interesting He goes off on a tangent sometimes but they are funny tangents so its all ok,0,0,1
