dept,date,interest,reviewText,helpcount,nothelpcount,label
Business,08/26/2013,Sorta interested,Nice guy and I have had many pleasant interactions with him in the past  First day of class was great every class after was utterly boring and a waste of time  Scatterbrained to a fault and very unstructured  As an optional class I recommend avoiding it,0,0,-1
Religion,05/19/2009,Sorta interested,Hes very smug Hes more concerned with impressing people with his knowledge than actually helping you to learn His tests dont include the material actually covered in the class either Hes not very approachable I asked him why he included something on a test that I could not have possibly known the answer to and he didnt like that,0,0,-1
Biology,04/12/2014,Sorta interested,Dont Just dont This class ranges from memorizing each and every name of species of homosapiens to nutrition to diseases to the nervous system to menstrual cycle to detailed DNAgenome sequencing material Lecture quizzes are easy and recitation points help boost grade BUT exams If this is your only choice may the the odds be in your favor,0,1,-1
Chemistry,04/07/2007,Low,i had him for 106107 and think hes the worst professor i ever had He acts like he could care less about his students He doesnt follow his schedule and does not teach in an understanding manner Read your textbook youll learn more 107 should be a 3 credit class for how many hours he makes you put in to it you dont learn a thing in it either,0,0,-1
Anthropology,10/18/2010,Sorta interested,If you like busy work you will love this guy Had to do 27 papers in 1 semester ranging from 1 page to 8 pages Tons of work for useless credits Dont take this class,0,0,-1
Chemistry,04/26/2005,Low,She told us some specific things that werent going to be on the final and then of course they ended up being on the final  Then on webct a day after grades were posted the grades went down a half gradeshes definitely not as nice as she seems,0,0,-1
Astronomy,04/30/2009,Sorta interested,I really hate to say this but I did not like her class at all She would constantly go on tangents with equations that we never needed to know I really dont want to say she was a bad teacher but if you have her try to switch into a different lecture,0,0,-1
Anthropology,06/18/2011,Really into it,Had him for a fifteen person Anthro major course He was a nice guy for sure but class wasnt as engaging as I imagined it would be as I love cultural anthropology My dislike for the class wasnt entirely his fault thosome enrolled in the class werent fond of showers,1,0,-1
Humanities,04/25/2006,Meh,Horrible and boring,0,0,-1
Chemistry,10/26/2004,Low,He is interesting in class and makes it easy to follow  But doing the homework and studying on your own is harder  Hes a great guy that teaches a hard subject,0,0,-1
Engineering,10/18/2011,Sorta interested,Crazy professor not helpful Get out while you can,0,0,-1
Psychology,07/07/2005,Really into it,After recently passing her class Im back to lay into her Her grading methods were random and not uniform and her tests were chalked full of mistakes If I could go back and do it again I would avoid taking her Im sorry for those of you who have to take her in the future Something needs to be done as she is not a very good professor,0,0,-1
Religion,12/19/2006,It's my life,ive never been so glad a class was over she tests on pointless facts that have no bearing to the TEACHINGS of the prophets whos father wasnt a member of the church63  who cares63  on top of that shes rude  someone said she doesnt like girls but she just doesnt like students and makes it obvious unhelpful belittling rude avoid her,0,0,-1
Business,12/07/2009,Sorta interested,TA determines most of your grade Mostly presentations and busy work but nothing too bad Final was comprehensive and I attended every lecturerecitation and still found it hard Tansky asked specific questions I would recommend you bring a tape recorder for the public speakers because she got very specific about them on the final,0,0,-1
Linguistics,01/20/2006,Sorta interested,as a person i really like him but once he starts teaching i cant stand him the material can be confusing as it is but his teaching style is unclear and pretty sporadic really hard to take notes or follow his outlines also pretty discouraging makes one not want to talk out loud in class,0,0,-1
Mathematics,11/27/2006,Low,i dont know what other ppl are talking about but if youve had calc before and are somewhat competent in the material this class is AMAZING its so easy no HW at all test are easy and you get to drop a whole midterm Way better than Raams 100 prob HW per week if you havent had calc before do not take him because hes a terrible teacher,0,0,-1
English,11/09/2006,It's my life,I HATED this teacher as it was said before if he doesnt like you he will NOT give you an A Im an international student and he said my english was not good enough to be in his classI got and A in ENG 111 and I worked hard in his class and got a D Reads other essays from students that he taught millions of years ago I went to his office for h,0,0,-1
Business,12/14/2008,Meh,Really stupid class Project is a pain in the bum Memorize inconsequential lists for the tests final is tough,0,0,-1
Religion,12/28/2006,Really into it,I HATE him He never explains things and if you dont do all your reading even if you get As on all your projects he will FAIL you and he is way too strict when it comes to attendance,0,0,-1
Biology,04/11/2011,Really into it,Nice guy but can be disorganized and comes across as desperate for approval  Often takes over lab with long lectures that eat microscope time  Full of excuses when something goes wrong  He tries really hard and will bump up your grade if you show interest ie stay after class and chat  Super nice just needs a bit more confidence,0,0,-1
English,01/27/2015,Meh,Absolutely bad instructor ,0,0,-1
History,03/11/2008,Sorta interested,This guy was terrible He has been teaching History 152 for a while but hes still terrible at it Class wasnt terrible but it wasnt great I fell asleep three times all quarter He said reading should take 5 hours per week He helped me with my take home essay and still gave me a C and the class average on quizzes is a CI dont recommend,0,0,-1
Biology,10/31/2006,Sorta interested,This was the worst class I have taken at BYU  Drs Hatch and Roeder are VERY disorganized and dont ever seem to be able to get it together  Odd since they have been teaching this class for years  Do not take this class unless you have to,0,0,-1
Physics,12/01/2008,Meh,His teaching methods for this class just weakened my understanding especially for the tests His tests are literally ridiculous They make no sense with what is given to you to study My test grades have actually gotten lower the more I tried studying That should say something coughbrolemoncough,0,0,-1
Humanities,02/26/2014,Really into it,He is extremely temperamental and accuses students of being peevish and whiny when they ask for help he is not helpful and he is rude to students i would find any other teacher for this course if i were you,0,0,-1
Sociology,12/19/2005,It's my life,Seidman is by far the worst professor on this campus Stay away at all costs She teaches nothing and all are forced to listen to her STAY AWAY,0,0,-1
Political Science,05/01/2006,Really into it,Funny guy yes but I personally found Downs rather pretentious  He was my quotTAquot in the honors section and could hardly give people the time of day  never answered emails  Interesting class and material but he is not very helpful and lectures are somewhat disorganized  apparently if you have a real TA its much easier,0,0,-1
Astronomy,03/09/2008,Meh,This class is mislabeled it needs to be remarked Astrophysics 800 This is the hardest class Ive ever taken at OSU and the professor is completely unhelpful The people giving this class good ratings on here must be related to him avoid this class like the plague,0,0,-1
English,02/16/2006,It's my life,This prof is VERY unwilling to help with anything Do not take this class it is the worst English class I have ever had,0,0,-1
Journalism,03/11/2007,Low,humorless,0,0,-1
Humanities,11/18/2008,Meh,I took an independent study class from him This guy is a joke His syllabus is very vague but he will dock you heavily if you don699t include everything he wants The guy is a clown Totally unwilling to admit that he is wrong I am graduating BYU with a 38 and this is the worst class I have ever taken Take it at BYU if you can from someone,0,0,-1
Chemistry,03/09/2014,Meh,I literally cried everyday of the semester because of this class Tears of complete frustration You could attend every lecture and go to tutoring and they still did not prepare you for his exams Only passed because of a 100 point curve Final exam avg was a 30 Always hoped to get hit by the CABS bus before and after his exams He is AWFUL,0,0,-1
Economics,12/04/2011,Sorta interested,It seems like everyone has pretty much written this class off Its unfortunate because it seemed like it could have been a moderately interesting class I dont even know what to start studying for the final Even if I do study there is a good chance I will still fail At least there is going to be a curve,0,1,-1
Mathematics,12/16/2013,Really into it,Received 36 Emails in the month of December by the 16th I wish it was just because of finals but this is not unusual most are worthless She is very unprofessional Most of the emails were about errors in the final exam practice problem set that were found by students There were around 10 errors with the study guide She is not a good teacher,0,0,-1
Social Science,04/06/2011,Sorta interested,RUN from this class Dr Kardaras was completely disorganized and even offensive Two papers and final were absolutely ridiculous not even hard just weird and a waste of time I really wish I would have dropped this class,0,0,-1
Engineering,03/28/2005,Low,Worst teacher in the world Would not help Cuts his office hours short because hed rather be somewhere else Ask a question personaly and he will watch his watch the whole time Apparently there have been many complaints but he makes too much money for the university so hes here to stay,0,0,-1
Finance,01/25/2008,Low,I have taken classes at six different schools over the course of 16 years  He is one of the worst instructors I have ever had  His lectures are ineffective and useless  He is unapproachable and not at all helpful when you ask him a question  I would not recommend him at all  In fact I would tell people to avoid his classes if at all possible,0,0,-1
Religion,11/20/2011,Meh,Hes really sarcastic during class and the material covered in the readings which are online worksheets and lectures are completely different from what you are tested on It was my most frustrating class this semester because of his inconsistency,0,0,-1
Economics,02/14/2013,Low,I am probably your average student in intellect and work ability and for me this class is as hard as people say The tests are way too ambiguous to study for by asking you to apply a single concept to a problem when several could apply The teacher himself shoots you down if you disagree and uses his position like a bully pulpit Hate Hate hate,0,0,-1
Economics,06/10/2009,Low,Osmans test are not too hard They include 5 bonus questions on every midterm The final included 10 bonus questions However the book is definitely necessary because his lectures are pointless so you have to teach everything to yourself But the book is good enough to pass on every exam,0,0,-1
Engineering,07/15/2010,Really into it,Prof Lee is absolutely useless  The only reason to come to class is to take the quizzes Poor English skills unorganized late to class if you go to office hours though he usually gives you back a few points on tests after he bends you over and gives literally impossible scenarios on tests and finals and expects perfection  Avoid at all costs,0,0,-1
Chemistry,01/09/2006,Meh,Only take this class if you are at gun point He could care less about you as a student and seems to take plessure in making you look like a fool as he stomps all over you with his technical vocab and impossible tests Definitely the hardest class I have ever taken,0,0,-1
Mathematics,01/18/2011,Sorta interested,Sell teaches as if everyone in the class aspires to be him someday If you want to be a math teacher this class may be for you if you can keep up with him If you want to go into engineering or another field he is useless He is a smart guy but can only teach if by accident Be ready to memorize proofs and about every equation he gives,0,0,-1
Psychology,08/25/2006,Really into it,Kate didnt teach her own class had different person giving notes every day wasnt really around much didnt do anything for the class easy to get by wo going to class,0,0,-1
Humanities,05/05/2006,Meh,What an awful class  Difficult tests and you feel like youre in 7th grade again  Writing repsonses almost nightly and because students are required to participate you get a lot of useless comments that dont help anybody  Take another class,0,0,-1
Economics,08/24/2010,Low,Brignone openly admits that he likes to hear himself talk which in my opinion is the only reason he teaches  Horrible communicator who needs to learn that teaching isnt about HIM its about the students and the subject matter  He views any question as a challenge of his authority  Hes a weird guy on an ego trip  AVOID HIS CLASS,0,0,-1
Physics,04/23/2008,Sorta interested,Terrible professor Just reads of the powerpoint the whole time Scribbles random equations and derivitions that you dont need to know while he babbles on Writes the exams which can be pretty hard or easy Pray for a good TA,0,0,-1
Chemistry,04/06/2007,Really into it,This guy loves to use the slides all the time he does not write on the wall which is so confusing  since you the reaction mechanism does not make any sense His test are brutal and his grading system is biased This guy is olskool and will do anything to make ya life miserable and then tell you there is nothing to write home to mom about,0,0,-1
Chemical Engineering,03/13/2008,Meh,I didnt learn anything from this professor,0,0,-1
Physics,02/26/2010,Meh,TERRIBLE Lectures were full of stupid jokes and useless cartoons It would have been helpful to see some application after all we are SCIENCE and ENGINEERING majors We need to know what were doing why were doing it and HOW to do it  He definitely falls short on that last one  100 USELESS,0,0,-1
Political Science,04/29/2005,Low,Professor Bohn is a really nice guy oneonone but can be pretty pompous in class  Hes a great lecturer but rather than sincerely answering questions he uses them to show how smart he is  The material is quite difficult and neither his lectures nor his textbook make it any less confusing,0,0,-1
Communication,03/15/2010,It's my life,he is terrible he lectures the class and it is very difficult to take notes and understand what he is saying he issues weekly online quizzes that are cake his midterms and finals are so difficult that is nearly impossible to get even a b for a midterm or final he makes you a study guide but the exams do NOT relate to the study guides at all,0,0,-1
Chemistry,07/19/2010,Low,Confusing wording on testsHe does ntpo always explain things clearlyTalks about things that are not always on the test does not talk about some things are on tests,0,0,-1
Physics,07/17/2010,Low,He has a sense of humor but his teaching style is not that great It is very easy to get lost in his class Weekly quizzes and group homework helps keep your grade up tests are hard He is willing to work with you but not that much The only extra credit he offers it to rate him at the end of the semester and read a pointless book DONT TAKE CLASS,0,0,-1
Mathematics,03/15/2008,Low,not really helpful  she was excited and into the class but if you actually want someone to explain math to you she isnt for you,0,0,-1
Business,03/27/2009,Sorta interested,Took his IBC OB class Very funny and entertaining like everybody has said but also very unorganized You have to make sure that you read the syllubus and class calender multiple times just to make sure you get all of his homework done If you dont write what he wants on the cases you wont do well,0,0,-1
Mathematics,12/03/2014,Meh,Terrible professor  Makes the tests incredibly difficult and then when the averages are Ds and Cs decides that that was way too high and makes it even harder   After the second midterm which he made quite hard and students complained that it was difficult he said it was easy and decided to make the next midterm even harder,4,0,-1
Economics,11/02/2012,Sorta interested,I did not enjoy this class Professor Butler for the most part seem in a rush to teach and get all the material done even if you didnt get it Do your self a favor and dont take econ 110 from him,0,0,-1
Accounting,03/10/2005,Really into it,Truly the worst prof Ive ever taken  AVoid her like the plague,0,0,-1
Science,12/04/2006,Low,Mrs Siu is awful  She does not like students who asks questions and when you do she treats you like you are an idiot  The lab is incredibly hard and she doesnt make it any easier  I would NOT recommend her,0,0,-1
Mathematics,11/22/2004,Low,He blows  Unclear unfunny and unhelpful  Try to test out if you can  Horrible preparations for midterms,0,0,-1
Biology,04/22/2008,Meh,I still have not figured out what exactly we are supposed to be learning The class seems to be on everything and nothing at the same time He expects people to care about biology a little bit too much even though its a GEC Avoid taking him because the class is not at all organized in a good way,0,0,-1
Humanities,04/02/2007,Meh,Fairly incoherent during lecture  Tendency to go off on tangents  Tests almost completely unrelated to lecture and based mostly off of random chunks of the text  Nice guy with a love of what he teaches,0,0,-1
Writing,12/28/2007,It's my life,Though the professor was entertaining this class was utterly worthless  I didnt learn anything and spent most of the semester being completely confused about what was expected on each assignment I would definitely recommend steering clear of t his class  It was awful,0,0,-1
Mathematics,11/09/2005,Sorta interested,Very poor teacher Disorganized incoherent cantankerous unhelpful Probably one of the worst tenured professors in the Big 10,0,0,-1
Business,03/09/2006,Sorta interested,Horrible professorclass enough said,0,0,-1
Social Science,04/06/2009,It's my life,Environmentalsocial issues are my thing but if you have already been exposed to these issues in other courses then Jacks course is useless Good guy but his style is preachy and condescending and I didnt get anything new out of the course Others may get more out of it if its your first exposure to the material but dont be put off by Jack,0,0,-1
Biology,12/02/2006,Really into it,I emailed the dean about this prof because he was soo bad More then half the class in two diff semesters were failing He also made fun of a girl who was socially quotslowquot and she couldnt help it He should NOT be teaching at this university I had a personal tutor and two group tutor sessions per week and still did bad I knew the material,0,0,-1
English,12/04/2007,Really into it,Taking this class was a huge mistake She gave us so many useless assignments and frequently she didnt even check them in Class attendance was mandatory but all she did was tell stories about herself the whole time She also likes to email surprise assignments due the next morning Dont take this class unless you are a selfloathing masochist,0,0,-1
English,11/30/2005,Really into it,I absolutely loved every previous literature class that Ive taken but this one was just way out there Ive had my fair share of Brit Lit but it was never taught like this before  Hes definitely an intriguing man but hes hard to understand and very monotonous  Only take this class if you absolutely love hardtofollow lectures,0,0,-1
Languages,04/04/2005,Really into it,She talks in english  Nuff said,0,0,-1
Art,06/20/2012,Really into it,This is the second class I have taken from him and hopefully last The world revolves around him When he asks questions it is to prepare his next thought not to hear what you have to say He can lecture for hours without stopping Critiques are tough and unrealistic,1,0,-1
Chemistry,12/04/2012,Meh,Terrible talks down to students wants everyone to fail,1,0,-1
Religion,12/21/2008,Meh,Worthless Absolutely and totally worthless We talked about subjects of no importance Jesus being radioactive We talked about things in archaic understanding Evolution as evil Blacks and the Priesthood as being perfectly reasonable Overall never take POGP from this Professor Awful,0,0,-1
Political Science,07/04/2009,It's my life,Taught completely from slides  Essay prompt were horrid asked very simple who what questions and then wanted exaggerated responses to short answer questions at best,0,0,-1
Religion,11/01/2005,It's my life,I did NOT like his teaching style at all He would wander off point and liked us to role play like we were back in primary Didnt get into the doctrine much at all just talked about stories Good nap time,0,0,-1
Anthropology,12/13/2005,Sorta interested,Larry Nesper is a tool Lectures consist of him standing infront of the class and talking for 45min Class topic are very vague and never clearly defined Project lacks guidelines they pretty much just say go write a paper on fieldwork 6080 pages of reading per week that is never really covered well in relation to the class DO NOT TAKE THIS CLASS,0,0,-1
Science,09/04/2012,Meh,DO NOT TAKE HER She gets the lowest test scores in the entire department If anyone asks class related questions in class she replies I dont feel comfortable answering questions in front of the whole class Feel free to email me your questions and I will see if I can answer them SERIOUSLY She also had us stand and chant other religion prayer,1,0,-1
Political Science,01/27/2015,Meh,Dont miss a day or youll be lost forever,0,0,-1
Political Science,03/13/2008,Sorta interested,Very hard class the key is other students and some of the TAs To be blunt Professor Goodliffe doesnt care about you He becomes aggitated when students dont undertand,0,0,-1
Biology,04/30/2013,It's my life,Terrible professor hardass quizzes and tests over material he never mentions once Terrible jokes Avoid,0,0,-1
History,01/23/2005,Really into it,Roth is a good guy he really knows what hes talking about and likes the material he teaches but his reading assignments are all over the place and its hard to know whats going on most of the time,0,0,-1
Accounting,03/09/2011,Meh,212 lab is pointless  relates in no way to the lecture class brings down your grade  i learned nothing,0,1,-1
Biology,12/08/2006,Meh,He may be nice and a good teacher ill give him that  but his grading is HORRIBLE  He will take off points just to take off points and you almost have to be able to read his mind to know exactly what he wants for assignments  I dont care if we are university studentsclarity is still a necessity in life no matter where you are,0,0,-1
Mathematics,04/24/2007,Sorta interested,This is most notably the worst math experience of my life It is impossible to understand him and he moves impressively slow in lecture so that the more difficult topics are never covered,0,0,-1
Science,03/08/2008,Meh,Horrible teacher He thinks hes funny and tries to be quotcoolquot so people will like him doesnt work He shouldnt be allowed to use blackboard  he never posts when a quizexam opens or closes and the exams are ridiculously hard quizzes are even harer sometimes One of the worst classes I have ever taken,0,0,-1
History,05/16/2010,Meh,This class was a waste of time and Edward Snyder made it painful to attend classes I still have no idea what his specialty is because his knowledge was so limited If you want to learn about genocide outside of Europe than just read a book on the subject It will be more informative than taking a course with him,0,0,-1
Political Science,11/24/2006,Really into it,He is a political science teacher not a book of Mormon teacher  Hes  moderately easy one paper due every week  However this is my most boring class  I do not recommend him  He focuses on what happened not much on spiritual or lessons learned  He was very nice just extreeeeemely boring,0,0,-1
Mathematics,12/03/2009,Sorta interested,When I took this class he and the TA seemed completely unable to convey information to students His midterms are impossible with little or no partial credit I dont think he should be allowed near undergraduates,0,0,-1
Geology,05/21/2009,Meh,This class if awful  Do not ever take it,0,0,-1
Geology,10/13/2009,Sorta interested,her class is a little on the boring side she knows what she is talking about but for a 100 level class gives a lot of information she does fall off topic a lot and rambles take someone else if possible if not i dont think shes unbearable nice lady,0,0,-1
Economics,08/10/2014,Low,Going to lecture is completely pointless She is hard to understand and the recitation teachers are as well You will need to completely teach yourself the material by reading the book or through the internet PowerPoints are posted online with a generous curve and quiz bonus points Attendance doesnt factor into grade lecturerecitation wise,0,0,-1
Geography,07/09/2006,Sorta interested,Beware The class is pretty hard and boring to boot  Tammy talks in a monotone voice which doesnt help  And so much work for the class  material is interesting but be prepared to work hard for your grade exams are a btch,0,0,-1
Biology,12/09/2007,Sorta interested,very boring voice keeps clearing his throat not very clear,0,0,-1
Political Science,02/19/2013,Really into it,Discussions are fastpaced His teaching style is very difficult to follow Going into office hours clarified nothing with him He also made some inappropriate comments at times making the course uncomfortable You will save yourself from a huge headache  poor grade if you can avoid him Seriously  avoid at all costs,1,0,-1
Accounting,03/21/2005,It's my life,very thick accent  answer to any question regarding exams is quotknow everythingquot no sample exams to help you prepare will put you into groups so you better be careful who youre sitting by the 1st day of class would recommend avoiding this teacher,0,0,-1
Religion,01/10/2005,It's my life,One of the worst classes that I have taken  She manipulate you into agreeing with her point of viewI did not enjoy the class time  Rarely felt the spirit mainly when other students would comment  Shes extremely feministic and I do not recommend taking her class  Go buy the packet great info,0,0,-1
History,04/29/2009,Meh,really awful,0,0,-1
History,12/12/2007,Sorta interested,Super hard class  Papers are not hard but they are only worth 20 of your grade  The multiple choice on the tests was super hard the essays not as much  I struggled with this class not only on tests but to stay awake in class  Really boring monotone teacher  Didnt think a teacher could make history so boring  Wouldnt take it,0,0,-1
English,12/16/2004,Meh,Didnt like this class All she ever talked about was how nature was being destroyed all over the place and how Lake Powell should be drained yada yada yada She was a really nice lady but her classes didnt inspire me If you want an quotAquot write about some endangered species or something,0,0,-1
Computer Science,11/29/2005,Meh,I advise NOT to take her class She is tooo strict and difficult She is not lenient at all when it comes to tests labs etc COBOL can be challenging and she does not make it any easier She needs to curve the class better,0,0,-1
Business,03/30/2011,Sorta interested,Run This class was extremely difficult  You could study forever for the tests and think you had it down pat but then come out with a terrible grade  Good guy and funny but man are his tests awful Anyone who says any different is either a genius or has no life,0,0,-1
Geology,05/16/2010,Meh,Horrible class Dont take Not worth it for a GEC She makes the class way more difficult than it needs to be and at the same time treats you like children Also she is very difficult to listen to because she it will take her minutes to get through a single sentence Her slideshows are literally slideshows of her vacations and not useful at all,0,0,-1
Mathematics,12/02/2005,Low,One word apples,0,0,-1
Biology,12/16/2012,Sorta interested,Professor Oneill is a very spiritual very cool person  However he moves SO fastHe doesnt assign homework or reading he just posts the slides about 2 weeks after you had that lecture  If you are good at learning things on your own and not having any structure in a class then this is the guy for you I do not recommend him if you want an A,0,0,-1
Engineering,12/13/2008,Low,Very hard professor  The power point slides arent what killed me nor was it the homework or weekly quizzes  It was the exams  They were extremely difficult and long,0,0,-1
English,06/08/2006,It's my life,the antithesis to any great and inspiring teachers youve had before  generally just lacks good social manners  cutting you off while youre speaking loves awkward silences rude comments on papers telling you youre wrong in front of everyone  bad professor,0,0,-1
Economics,10/12/2011,Meh,Shes a very tough teacher She does beginning of class review questions and end of class review questionsHomeworks  essays 3 exams Shes very strict with submitting homework or any work right at the beginning of class I dont particularly like herShe gives vague exam reviesTough class,0,0,-1
Chemistry,04/05/2005,Sorta interested,The man is a joke of a prof  Most of the time he talks about getting his PhD at 22 and praises the 3 students in the class who are getting over 100 then gives them EC for answering questions in class while the class average is around 50 and all other students are lost HE CANT TEACH,0,0,-1
History,04/30/2007,Sorta interested,He knows a lot but he also complicates everything Lots of reading and need to print everything yourself used 3 ink cardiges mostly in his class doesnt post lecture slides and goes fast Does give out study guides but they are as long as the readings He is accessable and knowledable But complicates readings even more then explains,0,0,-1
Art & Art History,09/04/2005,Meh,I found her very difficult to understand both in subject matter and speaking voice The tests were impossible to study for and on the final there was material Id never seen before Probably the most frustrating class I had at UWMadison,0,0,-1
Exercise & Sport Science,12/18/2007,Low,Dr Myrer is pretty funny there wasnt anything wrong with him personally But unless you really want to be an orthopedic surgeon stay away from his class It is nearly impossible to memorize all that he wants you to and his tests are ridiculously hard Id take this course from another professor if I were you,0,0,-1
Business,09/12/2014,Sorta interested,This is the worst online class ever I can never get in contact with my professor Doug Witt I sent him several emails and he has never replied once to me His tests are horrible if you are taking the online version of the class He puts material on the test that is not even in the book or in any of the assignments or extra readings Avoid,1,0,-1
Mathematics,11/21/2004,Meh,before i realized that i didnt even need to take this class it was too late to drop out dropping out could have been the best thing i should have done cuz i have an F in his class he does not explain things well and i get bored  sitting in lecture for 10 min i use to be good at math but not now,0,0,-1
Family Social Science,08/25/2013,It's my life,This class and prof were completely disappointing I never received grades or feedback on 80 of the work I did Returned part 2 of 3 part paper assignment back 4 days before part 3 was due then never responded to emails with questions Maybe professor would be more involved in a classroom setting but she was MIA for online course,0,0,-1
Computer Science,03/29/2005,Meh,horrible,0,0,-1
German,12/20/2009,Really into it,The first half of this class with the TA was amazing It was a lot of work but fun and helpful The second half with the professor was a joke He rarely spoke in German and talked about himself a lot Watched lots of movies with English subtitles which wasnt helpful I feel like it was a waste of time Great guy bad class,0,0,-1
Biology,12/04/2013,Really into it,Dr Hansen is a nice guy  But I didnt learn much at all  Almost everything in this class I learned in AP Biology  Dr Hansen also taught a few things incorrectly and I went up after class and respectfully corrected him but he discounted it  Nice guy would pick to take this class again from him,0,0,-1
Sociology,01/08/2005,It's my life,I hated that guy He was extremely inflexible when I had a family emergency  a true family emergency not a hangoverunplanned pregnancysyphillis,0,0,-1
Biology,03/30/2014,Sorta interested,Robin was a sub for my bio 1114 class for a few weeks and I did not think she was a good teacher at all She was extremely ADD and jumped from topic to topic constantly You may learn some of the random fun facts about bio that she speed talks through during class but if you actually want a decent base in bio take a different teacher,0,0,-1
Languages,08/30/2005,Low,Bad teacher  Does not keep accurate homework grades  She is a very biased teacher if your a girl your ok  Tells people to make sure their phone is off but hers rings constantly  Does a poor job of grading particapation,0,0,-1
Chemistry,11/09/2009,Meh,He would be a great guy to have as a uncle but not the guy I want to learn chemistry from I would avoid at all cost if you want to learn chemistry,0,0,-1
Business,05/04/2011,Really into it,Absolutely the WORST teach at UWMadison  He not only expects students to memorizing numerous models and pointless information but he is extremely rude outside of class  Rather than teaching about emotional intelligence he should be learning it himself  I have gone to his office hours several times only to be sent away  NEVER TAKE HIS CLASS,0,0,-1
English,10/31/2014,Really into it,I dislike Prof Riede  Hes intelligent but very rude  Demands class participation but will make fun of you or respond rudely if you dont say what he wants to hear  His lectures are extremely boring  Takes attendance but not very well and then marks you absent more than you are  2 papers and pop essay quizzes  I do not recommend him at all,2,0,-1
Business,01/04/2015,Sorta interested,A ton of time is spent dropping big names and on show and tell about his job at IBM that doesnt apply to the material Its a pretty easy class just by the nature of the material but he somehow makes simple concepts confusing  Tests were open book and curved Printable slides posted online Still tests are long so be patient and youll do well,0,0,-1
Economics,07/05/2005,Meh,This Professor was extremely boring and the worst class I have ever taken at OSU All the TAs couldnt speak English and half the lecture hall fell asleep daily,0,0,-1
Education,12/17/2007,Low,I dont think he even knows what the purpose of a methods class is  A pointless waste of time,0,0,-1
Anthropology,11/10/2010,Meh,Crandall is the worst teacher at BYU You will be writing your face off each week with 1 page papers and essays that are over 2200 words long you write two 1500 essays for the final This is the most worthless class Dont even entertain the idea of taking it If you dont have a life outside of this class youll probably pass Dont take,0,0,-1
Architecture,11/19/2014,Meh,Only talks about herself,0,1,-1
Physics,12/01/2010,Really into it,He is just plain horrible AVOID his class at all costs,2,0,-1
Communication Disorders,01/05/2014,Sorta interested,Syllabus 4 fiftyquestion multiple choice exams 1 optional final Going to lecture isnt required since all the notes are online I didnt get much out of lectures because Lutfi seemed pretty unorganized,0,0,-1
Chemistry,12/23/2009,Really into it,Worst professor ever he is an intelligent man but he doesnt know how to teach what he knows He NEVER teaches from the book his lectures are made up of demos he spends the other half of class talking about announcements I lived in the tutor room used youtube and tried to teach myself from the bookstill didnt do well on exams and had to drop,0,0,-1
English,01/28/2008,Really into it,Dubrow lectures on her ideas and theories and thinks she is entertaining 63 but lectures are pointless unorganized  confusing  discussion is the only reason i did wellactually enjoyed shakespeare,0,1,-1
Mathematics,12/12/2007,Sorta interested,Nice guy but not a very good teacher He is not clear at all and rarely explains to the class what he is actually showing them He doesnt use a microphone and talks into the board so be sure to get a close seat Goes VERY fast and rarely asks for questions Tests are similar to book problems and are fairly easy as long as you do the hw,0,0,-1
Political Science,01/25/2009,Low,textbooks not useful lectures taught by bulletpoint phrases exams were mostly shortanswer and essay lectures were somewhat dry and boring most students brought a laptop and browsed the internet,0,0,-1
Mathematics,11/15/2007,Sorta interested,This professor is rediculous  He tells stories for half the class then rushes through the lesson so fast that it is hard to comprehend  He does go over any homework problems you may need help with but thats it  His tests are also not close to the assignments  He is a nice guy but I wouldnt reccomend him,0,0,-1
Mathematics,05/22/2011,Low,No calculator on examsquizzes TA grades harshly on assignmentsexams Exams very difficultunfair at times Class is barely curved if at all Hard to understand flies through material too and doesnt leave time for questions Avoidswitch sections if possible,0,0,-1
Science,01/06/2011,Meh,If it werent for the clicker quizzes I would have never attended class I fell asleep in most of her lectures despite trying desperately to stay awake I got an A in the class and the only reason I did is because I always attended each TA review session before tests I only used the textbook to looks things up that I didnt understand in review,0,0,-1
Chemistry,07/30/2013,Sorta interested,Too much homework NOT VERY HELPFUL,0,0,-1
Geology,07/03/2013,Sorta interested,He is cool but sometimes he is too bored too teach properly,0,0,-1
Economics,12/24/2004,It's my life, her,0,0,-1
History,01/03/2007,Really into it,Intially she seemed very helpful and nice but when it came to grading papers and exams she was not easy and her remarks were not helpful either,0,0,-1
History,04/06/2010,Sorta interested,What a joke  This class is a complete waste of time  If you want a professor who actually cares about the students dont take this class  The tests are difficult and the study guide thats given is no help  I dont feel like Ive learned anything which is sad considering I love History,0,0,-1
Science,12/18/2005,Meh,to people who wrote down below Im taking Stat 3021 Im very worrying final tomorrow I dont know what to do Also I found out there is John Dickey in Astronomy department and James Dickey is Stat professor There is no Stat department category in this website so Im writing here,0,0,-1
Communication Disorders,03/26/2012,Sorta interested,His lectures are kind of boring and he tells you what will be on the test  what to study but then actually doesnt ask you questions like the ones on the study guide Tests are tough and hard to get a good grade on them,0,0,-1
Statistics,01/09/2005,Sorta interested,No I firmly believe she sucked as a professor  The final was impossible to pass  Pointless going to the lectures since she goes over the easy stuff and does not cover the hard stuff,0,0,-1
Economics,10/04/2014,Low,Class was in a big lecture hall He didnt use the microphone and is difficult to understand Once he turns to the board or the projector there  is no turning back People raise their hands and then get irritated and drop them after five minutes His handwriting is sloppy and small on the board I found it hard to read  Tests are 40 pages long,0,0,-1
